s_name,aumdate,aumtotal,classification,schemecode
Baroda BNP Paribas Banking and Fin Serv Fund-Reg(G),2025-06-30T00:00:00.000Z,290.05,Equity : Sectoral - Financial Services,16955
NJ ELSS Tax Saver Scheme-Reg(G),2025-06-30T00:00:00.000Z,290.03,Equity : Tax Saving (ELSS),46058
Edelweiss NIFTY Large Mid Cap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,289.87,Equity : Index Funds,45864
UTI Gold ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,289.36,Gold : MFs,47003
Axis Conservative Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,288.68,Hybrid : Debt Oriented (Conservative),9765
SBI LT Advantage Fund-VI-Reg(G),2025-06-30T00:00:00.000Z,288.08,Equity : Tax Saving (ELSS),39495
SBI FMP-56-1232D-Reg(G),2025-04-30T00:00:00.000Z,287.3,Debt : FTP/FMP,46153
Aditya Birla SL BSE Sensex ETF,2025-06-30T00:00:00.000Z,286.72,Equity : ETFs,35815
SBI Retirement Benefit Fund-Conservative Hybrid Plan-Reg(G),2025-06-30T00:00:00.000Z,286.38,Hybrid : Solution Oriented,30400
Unifi Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,283.93,Debt : Liquid,49844
Invesco India Gold ETF,2025-06-30T00:00:00.000Z,283.02,Gold : ETFs,8505
UTI Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,282.43,Debt : Credit Risk,14960
LIC MF Banking & Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,281.55,Equity : Sectoral - Financial Services,19955
DSP Nifty Smallcap250 Quality 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,280.69,Equity : Index Funds,48377
Bandhan Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,278.36,Debt : Credit Risk,36529
UTI Nifty Midcap 150 Quality 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,277.05,Equity : Index Funds,45718
Axis Silver ETF,2025-06-30T00:00:00.000Z,276.72,Gold : ETFs,46369
Tata Income Plus Arbitrage Active FOF-Reg(G),2025-06-30T00:00:00.000Z,273.33,FoFs : Domestic,49848
Nippon India Japan Equity Fund(G),2025-06-30T00:00:00.000Z,272.38,Equity : International,24620
Groww Nifty EV & New Age Automotive ETF,2025-06-30T00:00:00.000Z,269.22,Equity : ETFs,48978
Tata Gold ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,268.91,FoFs : Domestic,48437
Edelweiss Banking and PSU Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,268.86,Debt : Banking & PSU,23296
Tata Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,267.81,Hybrid : Equity Oriented,3273
Quant Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,265.86,Equity : Thematic - Consumption,48342
Franklin Asian Equity Fund(G),2025-06-30T00:00:00.000Z,263.26,Equity : International,3813
Mirae Asset Nifty Bank ETF,2025-06-30T00:00:00.000Z,262.66,Equity : ETFs,47993
Baroda BNP Paribas Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,262.66,Hybrid : Equity Oriented,42783
Navi Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,261.89,Equity : Flexi Cap,39516
Baroda BNP Paribas Low Duration Fund(G),2025-06-30T00:00:00.000Z,261.79,Debt : Low Duration,205
SBI FMP-57-1835D-Reg(G),2025-06-30T00:00:00.000Z,261.39,Debt : FTP/FMP,46158
UTI Silver ETF,2025-06-30T00:00:00.000Z,261.2,Gold : ETFs,46881
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,258.9,Equity : Index Funds,49278
SBI FMP-55-1849D-Reg(G),2025-06-30T00:00:00.000Z,258.11,Debt : FTP/FMP,46075
HDFC FMP-Sr 46-1406D-Aug 2022-Reg(G),2025-06-30T00:00:00.000Z,257.0,Debt : FTP/FMP,46755
PGIM India Emerging Markets Equity FoF(G),2025-06-30T00:00:00.000Z,256.78,FoFs : Overseas,815
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,256.32,Debt : Medium to Long Duration,45699
SBI FMP-58-1842D-Reg(G),2025-06-30T00:00:00.000Z,255.2,Debt : FTP/FMP,46201
Sundaram Arbitrage Fund(G),2025-06-30T00:00:00.000Z,254.53,Hybrid : Arbitrage,32098
Motilal Oswal Nifty Capital Market Index Fund-Reg(G),2025-06-30T00:00:00.000Z,254.11,Equity : Index Funds,49214
HDFC BSE 500 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,253.59,Equity : Index Funds,47913
HSBC Tax Saver Equity Fund(G),2025-06-30T00:00:00.000Z,253.4,Equity : Tax Saving (ELSS),1462
Aditya Birla SL Silver ETF FOF-Reg(G),2025-06-30T00:00:00.000Z,253.08,FoFs : Domestic,46225
Nippon India ETF Nifty 5 yr Benchmark G-Sec,2025-06-30T00:00:00.000Z,253.0,Debt : ETFs,45428
Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,251.93,Equity : Index Funds,44737
SBI FMP-60-1878D-Reg(G),2025-06-30T00:00:00.000Z,251.69,Debt : FTP/FMP,46397
Kotak FMP-300-1223D(G),2025-06-30T00:00:00.000Z,251.53,Debt : FTP/FMP,47298
Mirae Asset Nifty 1D Rate Liquid ETF(G),2025-06-30T00:00:00.000Z,251.29,Debt : ETFs,49344
ICICI Pru Nifty SDL Sep 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,250.46,Debt : Medium to Long Duration,47333
Franklin India Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,249.97,Debt : Ultra Short Duration,49073
HSBC Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,249.74,Debt : Gilt,586
Groww Liquid Fund-Reg(G),2025-06-30T00:00:00.000Z,246.02,Debt : Liquid,15502
Kotak NIFTY Midcap 150 Momentum 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,245.16,Equity : Index Funds,49180
Aditya Birla SL Global Emerging Opp Fund(G),2025-06-30T00:00:00.000Z,244.95,FoFs : Overseas,6063
JM Low Duration Fund(G),2025-06-30T00:00:00.000Z,243.92,Debt : Low Duration,1938
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,243.07,FoFs : Domestic,48822
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,240.95,Debt : Gilt,47042
Nippon India Diversified Equity Flexicap Passive FoF-Reg(G),2025-06-30T00:00:00.000Z,239.27,FoFs : Domestic,43928
Invesco India Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,234.04,Debt : Overnight,44317
Tata Silver ETF,2025-06-30T00:00:00.000Z,233.54,Gold : ETFs,48436
UTI Nifty Private Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,231.1,Equity : Index Funds,49146
ITI Bharat Consumption Fund-Reg(G),2025-06-30T00:00:00.000Z,230.18,Equity : Thematic - Consumption,49324
ICICI Pru Nifty LargeMidcap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,230.08,Equity : Index Funds,48643
Nippon India FMP-XLIII-1-1755D(IDCW),2025-06-30T00:00:00.000Z,230.03,Debt : FTP/FMP,45796
ITI Pharma & Healthcare Fund-Reg(G),2025-06-30T00:00:00.000Z,229.93,Equity : Sectoral - Pharma,45724
Aditya Birla SL CRISIL IBX Gilt - April 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,229.86,Debt : Medium Duration,46891
Aditya Birla SL Financial Planning FOF Aggressive Plan(G),2025-06-30T00:00:00.000Z,229.31,FoFs : Domestic,8303
Canara Rob Banking and PSU Debt Fund-Reg(G),2025-06-30T00:00:00.000Z,229.25,Debt : Banking & PSU,46050
SBI FMP-45-1840D-Reg(G),2025-06-30T00:00:00.000Z,229.0,Debt : FTP/FMP,45580
Nippon India FMP-XLV-5-1158D(G),2025-06-30T00:00:00.000Z,228.9,Debt : FTP/FMP,47900
Tata Nifty200 Alpha 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,227.76,Equity : Index Funds,49080
Angel One Nifty 1D Rate Liquid ETF(G),2025-06-30T00:00:00.000Z,227.29,Debt : ETFs,49740
Aditya Birla SL Asset Allocator FoF(G),2025-06-30T00:00:00.000Z,227.0,FoFs : Domestic,2279
Quantum ELSS Tax Saver Fund-Reg(G),2025-06-30T00:00:00.000Z,225.38,Equity : Tax Saving (ELSS),19878
SBI Equity Minimum Variance Fund-Reg(G),2025-06-30T00:00:00.000Z,225.06,Equity : Thematic,33878
Motilal Oswal Innovation Opportunities Fund-Reg(G),2025-06-30T00:00:00.000Z,224.98,Equity : Thematic,49313
Nippon India ETF Nifty 50 Value 20,2025-06-30T00:00:00.000Z,224.8,Equity : ETFs,31920
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,223.01,FoFs : Domestic,48497
Aditya Birla SL FTP-TQ-1879D-Reg(G),2025-06-30T00:00:00.000Z,222.07,Debt : FTP/FMP,46536
PGIM India Aggressive Hybrid Equity Fund(G),2025-06-30T00:00:00.000Z,219.74,Hybrid : Equity Oriented,835
UTI Income Plus Arbitrage Active FoF-Reg(G),2025-06-30T00:00:00.000Z,219.65,FoFs : Domestic,49714
HDFC Nifty India Digital Index Fund-Reg(G),2025-06-30T00:00:00.000Z,218.56,Equity : Index Funds,49178
Sundaram Short Duration Fund(G),2025-06-30T00:00:00.000Z,217.05,Debt : Short Duration,2381
Aditya Birla SL CRISIL-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Reg(G),2025-06-30T00:00:00.000Z,215.9,Debt : Short Duration,49201
Quantum Gold Saving Fund-Reg(G),2025-06-30T00:00:00.000Z,215.64,Gold : MFs,19961
Mirae Asset Nifty200 Alpha 30 ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,215.28,FoFs : Domestic,48937
Aditya Birla SL Intl. Equity Fund(G),2025-06-30T00:00:00.000Z,214.51,Equity : International,460
Mirae Asset Nifty India Manufacturing ETF,2025-06-30T00:00:00.000Z,213.48,Equity : ETFs,45869
Baroda BNP Paribas Dynamic Bond Fund(G),2025-06-30T00:00:00.000Z,213.2,Debt : Dynamic Bond,116
SBI LT Advantage Fund-IV-Reg(G),2025-06-30T00:00:00.000Z,211.72,Equity : Tax Saving (ELSS),36734
Axis NIFTY IT ETF,2025-06-30T00:00:00.000Z,210.42,Equity : ETFs,45427
Motilal Oswal Nifty 500 Momentum 50 ETF,2025-06-30T00:00:00.000Z,209.74,Equity : ETFs,49151
Aditya Birla SL Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,209.65,Equity : Index Funds,46360
Tata BSE Select Business Groups Index Fund-Reg(G),2025-06-30T00:00:00.000Z,209.43,Equity : Index Funds,49326
Groww Nifty India Defence ETF,2025-06-30T00:00:00.000Z,209.11,Equity : ETFs,49018
Bank of India Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,209.1,Equity : Large Cap,45571
Aditya Birla SL Global Excellence Equity FoF(G),2025-06-30T00:00:00.000Z,208.97,FoFs : Overseas,3841
DSP Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,208.95,Debt : Credit Risk,685
JM ELSS Tax Saver Fund(G),2025-06-30T00:00:00.000Z,208.81,Equity : Tax Saving (ELSS),4198
Bajaj Finserv Nifty 50 ETF,2025-06-30T00:00:00.000Z,207.71,Equity : ETFs,48461
Mahindra Manulife Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,206.76,Debt : Ultra Short Duration,43845
UTI BSE Sensex Index Fund-Reg(G),2025-06-30T00:00:00.000Z,206.37,Equity : Index Funds,46317
Franklin India Conservative Hybrid Fund(G),2025-06-30T00:00:00.000Z,205.5,Hybrid : Debt Oriented (Conservative),1018
Canara Rob Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,204.96,Debt : Overnight,43350
Shriram Multi Sector Rotation Fund-Reg(G),2025-06-30T00:00:00.000Z,204.64,Equity : Thematic,49112
Quant Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,204.38,Debt : Overnight,47327
SBI FMP-73-1226D-Reg(G),2025-06-30T00:00:00.000Z,204.16,Debt : FTP/FMP,47260
Edelweiss Silver ETF,2025-06-30T00:00:00.000Z,204.03,Gold : ETFs,48344
Edelweiss Gold ETF,2025-06-30T00:00:00.000Z,203.48,Gold : ETFs,17716
PGIM India Money Market Fund-Reg(G),2025-06-30T00:00:00.000Z,203.32,Debt : Money Market,34742
ICICI Pru Passive Strategy Fund(FOF)(G),2025-06-30T00:00:00.000Z,202.57,FoFs : Domestic,1698
Nippon India Active Momentum Fund-Reg(G),2025-06-30T00:00:00.000Z,202.44,Equity : Thematic,49115
LIC MF Medium to Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,201.69,Debt : Medium to Long Duration,2087
ICICI Pru Nifty Financial Services Ex-Bank ETF,2025-06-30T00:00:00.000Z,200.83,Equity : ETFs,47166
HDFC Nifty SDL Oct 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,199.61,Debt : Medium Duration,46867
PGIM India Ultra Short Duration Fund(G),2025-06-30T00:00:00.000Z,197.98,Debt : Ultra Short Duration,5925
HSBC CRISIL IBX Gilt June 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,197.93,Debt : Medium Duration,47676
Kotak Nifty SDL Jul 2033 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,196.92,Debt : Long Duration,47612
Kotak Energy Opportunities Fund-Reg(G),2025-06-30T00:00:00.000Z,196.76,Equity : Sectoral - Energy / Power,49185
JM Arbitrage Fund(G),2025-06-30T00:00:00.000Z,196.16,Hybrid : Arbitrage,1843
SBI FMP-68-1302D-Reg(G),2025-06-30T00:00:00.000Z,196.15,Debt : FTP/FMP,46919
WOC Balanced Hybrid Fund-Reg(G),2025-06-30T00:00:00.000Z,195.15,Hybrid : Dynamic Asset Allocation,48213
HDFC Charity Fund for Cancer Cure-Reg(50% IDCW Donation Option),2025-06-30T00:00:00.000Z,192.51,Debt : FTP/FMP,46200
Bandhan Nifty 100 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,191.61,Equity : Index Funds,46119
ICICI Pru India Equity (FOF)(G),2025-06-30T00:00:00.000Z,190.91,FoFs : Domestic,44626
ICICI Pru Nifty50 Value 20 ETF,2025-06-30T00:00:00.000Z,190.48,Equity : ETFs,33839
Baroda BNP Paribas Credit Risk Fund-Reg(G),2025-06-30T00:00:00.000Z,189.68,Debt : Credit Risk,25569
ICICI Pru Nifty 200 Quality 30 ETF,2025-06-30T00:00:00.000Z,188.03,Equity : ETFs,48118
DSP FMP 270-1144D-Reg(G),2025-06-30T00:00:00.000Z,187.91,Debt : FTP/FMP,47634
Helios Financial Services Fund-Reg(G),2025-06-30T00:00:00.000Z,187.55,Equity : Sectoral - Financial Services,48897
Edelweiss Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,186.86,Debt : Overnight,42955
Union Income Plus Arbitrage Active FOF-Reg(G),2025-06-30T00:00:00.000Z,184.7,FoFs : Domestic,49932
Bandhan Retirement Fund-Reg(G),2025-06-30T00:00:00.000Z,184.53,Hybrid : Solution Oriented,48226
ITI Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,184.42,Debt : Ultra Short Duration,45498
HDFC Nifty100 Quality 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,184.34,Equity : Index Funds,49573
UTI FTIF-XXXV-II(1223D)(G),2025-06-30T00:00:00.000Z,183.8,Debt : FTP/FMP,47273
Union Money Market Fund-Reg(G),2025-06-30T00:00:00.000Z,182.37,Debt : Money Market,45360
Tata Retirement Sav Fund - Cons Plan(G),2025-06-30T00:00:00.000Z,179.87,Hybrid : Solution Oriented,15378
Edelweiss Nifty 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,179.63,Equity : Index Funds,45957
Nippon India FMP-XLIII-5-2315D(G),2025-06-30T00:00:00.000Z,179.47,Debt : FTP/FMP,46433
SBI Retirement Benefit Fund-Conservative Plan-Reg(G),2025-06-30T00:00:00.000Z,179.01,Hybrid : Solution Oriented,30401
Union Retirement Fund-Reg(G),2025-06-30T00:00:00.000Z,177.36,Hybrid : Solution Oriented,45735
Aditya Birla SL US Treasury 3-10 year Bond ETFs FoF-Reg(G),2025-06-30T00:00:00.000Z,175.49,Debt : ETFs,48284
HSBC Dynamic Bond Fund-Reg(G),2025-06-30T00:00:00.000Z,175.32,Debt : Dynamic Bond,925
Nippon India ETF Nifty India Consumption,2025-06-30T00:00:00.000Z,175.09,Equity : ETFs,17478
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,175.04,Debt : Medium Duration,47587
Edelweiss Government Securities Fund-Reg(G),2025-06-30T00:00:00.000Z,174.62,Debt : Gilt,21922
Kotak Nifty 100 Low Volatility 30 ETF,2025-06-30T00:00:00.000Z,174.48,Equity : ETFs,45688
Axis NASDAQ 100 FoF-Reg(G),2025-06-30T00:00:00.000Z,174.47,FoFs : Overseas,47017
Tata Nifty India Digital ETF,2025-06-30T00:00:00.000Z,174.33,Equity : ETFs,45944
LIC MF Gold ETF FoF(G),2025-06-30T00:00:00.000Z,174.14,Gold : MFs,17242
DSP Regular Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,174.09,Hybrid : Debt Oriented (Conservative),719
Mirae Asset Nifty EV and New Age Automotive ETF,2025-06-30T00:00:00.000Z,174.07,Equity : ETFs,48935
UTI Gilt Fund with 10 year Constant Duration-Reg(G),2025-06-30T00:00:00.000Z,173.16,Debt : Gilt (10 Yr Constant Duration),40967
HDFC NIFTY G-Sec Apr 2029 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,172.14,Debt : Medium to Long Duration,47712
LIC MF Focused Fund-Reg(G),2025-06-30T00:00:00.000Z,170.68,Equity : Large Cap,32627
Invesco India Medium Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,169.35,Debt : Medium Duration,45607
Nippon India ETF Nifty Infrastructure BeES,2025-06-30T00:00:00.000Z,168.84,Equity : ETFs,12859
LIC MF Value Fund-Reg(G),2025-06-30T00:00:00.000Z,168.52,Equity : Value / Contra,39956
Invesco India Gold ETF FoF(G),2025-06-30T00:00:00.000Z,168.25,Gold : MFs,14593
SBI FMP-76-1221D-Reg(G),2025-06-30T00:00:00.000Z,168.01,Debt : FTP/FMP,47541
Nippon India Nifty Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,167.22,Equity : Index Funds,48148
HDFC FMP-Sr 46-1158D-July 2022-Reg(G),2025-06-30T00:00:00.000Z,166.86,Debt : FTP/FMP,46672
Samco Special Opportunities Fund-Reg(G),2025-06-30T00:00:00.000Z,166.2,Equity : Thematic,48744
Aditya Birla SL Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,166.2,Debt : Long Duration,46711
Helios Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,166.1,Debt : Overnight,48295
Edelweiss US Value Equity Offshore Fund-Reg(G),2025-06-30T00:00:00.000Z,165.58,FoFs : Overseas,21920
Bank of India Short Term Income Fund-Reg(G),2025-06-30T00:00:00.000Z,164.77,Debt : Short Duration,7456
ICICI Pru Nifty Oil & Gas ETF,2025-06-30T00:00:00.000Z,164.37,Equity : ETFs,33836
HSBC Conservative Hybrid Fund(G),2025-06-30T00:00:00.000Z,163.37,Hybrid : Debt Oriented (Conservative),1458
HDFC Retirement Savings Fund-Hybrid-Debt Plan-Reg(G),2025-06-30T00:00:00.000Z,162.62,Hybrid : Solution Oriented,24807
Kotak Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,162.28,Debt : Long Duration,48538
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,161.38,Equity : Index Funds,45117
HDFC FMP-Sr 47-2638D-Feb 2023-Reg(G),2025-06-30T00:00:00.000Z,161.27,Debt : FTP/FMP,47642
Aditya Birla SL CRISIL IBX SDL Jun 2032 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,160.79,Debt : Long Duration,47592
SBI FMP-74-1243D-Reg(G),2025-06-30T00:00:00.000Z,160.57,Debt : FTP/FMP,47381
LIC MF Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,160.19,Debt : Short Duration,34304
Samco Large Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,160.18,Equity : Large Cap,49506
Tata Nifty G-Sec Dec 2029 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,159.73,Debt : Medium to Long Duration,47405
Axis Floater Fund-Reg(G),2025-06-30T00:00:00.000Z,159.69,Debt : Floater,45632
ICICI Pru Nifty Infrastructure ETF,2025-06-30T00:00:00.000Z,158.66,Equity : ETFs,45998
Edelweiss Nifty Alpha Low Volatility 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,157.95,Equity : Index Funds,48808
Canara Rob Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,157.22,Debt : Gilt,538
Samco Large & Mid Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,156.13,Equity : Large & Mid Cap,49779
DSP Nifty 50 ETF,2025-06-30T00:00:00.000Z,155.8,Equity : ETFs,36811
Franklin India G-Sec Fund(G),2025-06-30T00:00:00.000Z,155.21,Debt : Gilt,3373
Nippon India Retirement Fund-Income Generation(G),2025-06-30T00:00:00.000Z,154.69,Hybrid : Solution Oriented,17166
Baroda BNP Paribas NIFTY SDL Dec 2026 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,152.93,Debt : Medium to Long Duration,47387
Bank of India Ultra Short Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,152.79,Debt : Ultra Short Duration,5842
ICICI Pru Nifty Metal ETF,2025-06-30T00:00:00.000Z,152.66,Equity : ETFs,33835
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - Sep 2027 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,152.02,Debt : Gilt,46212
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,151.6,Debt : Medium to Long Duration,47075
Edelweiss Nifty 100 Quality 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,150.9,Equity : Index Funds,45961
Invesco India Credit Risk Fund(G),2025-06-30T00:00:00.000Z,150.41,Debt : Credit Risk,21522
Axis Nifty Bank Index Fund-Reg(G),2025-06-30T00:00:00.000Z,149.56,Equity : Index Funds,48680
Nippon India Nifty IT Index Fund-Reg(G),2025-06-30T00:00:00.000Z,148.7,Equity : Index Funds,48568
Edelweiss Nifty Smallcap 250 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,148.5,Equity : Index Funds,47167
Shriram Multi Asset Allocation Fund-Reg(G),2025-06-30T00:00:00.000Z,148.5,Hybrid : Multi Asset Allocation,48029
ICICI Pru Nifty Auto Index Fund-Reg(G),2025-06-30T00:00:00.000Z,148.47,Equity : Sectoral - Auto,45995
Motilal Oswal Quant Fund-Reg(G),2025-06-30T00:00:00.000Z,148.26,Equity : Thematic,48806
Tata Nifty MidSmall Healthcare Index Fund-Reg(G),2025-06-30T00:00:00.000Z,147.99,Equity : Index Funds,48764
ICICI Pru Nifty Auto ETF,2025-06-30T00:00:00.000Z,147.86,Equity : ETFs,46229
Bandhan Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,147.53,Debt : Long Duration,48582
Bajaj Finserv Banking and PSU Fund-Reg(G),2025-06-30T00:00:00.000Z,147.47,Debt : Banking & PSU,48214
Kotak Nifty Smallcap 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,145.62,Equity : Index Funds,46631
UTI Long Duration Fund-Reg(G),2025-06-30T00:00:00.000Z,144.81,Debt : Long Duration,47733
Edelweiss Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,144.76,Equity : Index Funds,47171
SBI FMP-47-1434D-Reg(G),2025-05-31T00:00:00.000Z,144.26,Debt : FTP/FMP,45660
Bank of India Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,144.06,Debt : Overnight,44437
Groww Nifty EV & New Age Automotive ETF FOF-Reg(G),2025-06-30T00:00:00.000Z,143.63,FoFs : Domestic,48990
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund-Reg(G),2025-06-30T00:00:00.000Z,143.23,Debt : Medium to Long Duration,47629
Bank of India Balanced Advantage Fund-Reg(G),2025-06-30T00:00:00.000Z,143.22,Hybrid : Dynamic Asset Allocation,21917
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index Fund-Reg(G),2025-06-30T00:00:00.000Z,142.76,Debt : Short Duration,47430
Quantum Small Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,141.83,Equity : Small Cap,48248
Axis Silver FoF-Reg(G),2025-06-30T00:00:00.000Z,141.64,Gold : MFs,46368
Union Gilt Fund-Reg(G),2025-06-30T00:00:00.000Z,141.4,Debt : Gilt,46221
Shriram Flexi Cap Fund-Reg(G),2025-06-30T00:00:00.000Z,140.63,Equity : Flexi Cap,38781
Aditya Birla SL Nifty Next 50 ETF,2025-06-30T00:00:00.000Z,140.26,Equity : ETFs,38262
Mirae Asset Nifty IT ETF,2025-06-30T00:00:00.000Z,140.25,Equity : ETFs,48250
ICICI Pru Nifty Healthcare ETF,2025-06-30T00:00:00.000Z,139.75,Equity : ETFs,45383
Motilal Oswal Nifty 500 ETF,2025-06-30T00:00:00.000Z,139.51,Equity : ETFs,48267
SBI FMP-52-1848D-Reg(G),2025-06-30T00:00:00.000Z,139.21,Debt : FTP/FMP,45915
Union Equity Savings Fund-Reg(G),2025-06-30T00:00:00.000Z,139.17,Hybrid : Equity Oriented,40627
ICICI Pru Quant Fund(G),2025-06-30T00:00:00.000Z,138.66,Equity : Thematic,42805
Kotak Silver ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,138.62,Gold : MFs,46628
Shriram Overnight Fund-Reg(G),2025-06-30T00:00:00.000Z,138.46,Debt : Overnight,46777
HSBC Nifty Next 50 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,138.25,Equity : Index Funds,33548
Bandhan Nifty200 Momentum 30 Index Fund-Reg(G),2025-06-30T00:00:00.000Z,137.87,Equity : Index Funds,46608
Axis NIFTY IT Index Fund-Reg(G),2025-06-30T00:00:00.000Z,137.47,Equity : Index Funds,47983
Union Gold ETF,2025-06-30T00:00:00.000Z,137.08,Gold : ETFs,49576
Tata Silver ETF FoF-Reg(G),2025-06-30T00:00:00.000Z,136.51,FoFs : Domestic,48441
Aditya Birla SL CRISIL IBX 60:40 SDL + AAA PSU - Apr 2025 Index Fund-Reg(G),2025-04-30T00:00:00.000Z,136.15,Debt : Medium Duration,46226
Axis BSE Sensex ETF,2025-06-30T00:00:00.000Z,135.93,Equity : ETFs,47768
